name,class,degree,ring,NetRank,NetShort,HeatDiff,InfoDiff,ring,NetRank,NetShort,HeatDiff,InfoDiff,labels
cg12136514_SLA,1,1871,1,0.864453,1825.95,0.6799792,0.08980335,1,0.864453,0.18024542849743994,0.6799792,0.08980335,1
cg18736448_SLA,1,1908,1,0.86499,1815.28,0.6757687,0.09186326,1,0.86499,0.16538995954077548,0.6757687,0.09186326,1
cg20392240_CTHRC1,1,497,1,0.8560502,1761.587,0.6987813,0.161308,1,0.8560502,0.09063506781723481,0.6987813,0.161308,1
cg20447655_CTHRC1,1,896,1,0.8571509,1647.015,0.7047753,0.0984174,1,0.8571509,-0.0688795328672026,0.7047753,0.0984174,1
cg13510361_MRPL50,1,1853,1,0.7395668,2092.182,1.335107,0.09134155,1,0.7395668,0.5509109590757587,1.335107,0.09134155,1
cg14472753_MRPL50,1,1734,1,0.7384886,2134.297,1.33647,0.09103791,1,0.7384886,0.6095462051029306,1.33647,0.09103791,1
cg21746459_MRPL50,1,1736,1,0.7390059,2173.324,1.332809,0.09239339,1,0.7390059,0.6638821364029999,1.332809,0.09239339,1
cg00361639_TMEM9B,1,1417,1,0.9222994,1588.553,0.3658573,0.0904432,1,0.9222994,-0.15027413700445766,0.3658573,0.0904432,1
cg08178124_ACAD8,1,707,1,0.9274525,1500.137,0.3217466,0.09729615,1,0.9274525,-0.2733726509006562,0.3217466,0.09729615,1
cg12689427_ACAD8,1,1918,1,0.9282875,1566.937,0.3459472,0.09113147,1,0.9282875,-0.18036934009417274,0.3459472,0.09113147,1
cg14205126_TMEM9B,1,1259,1,0.9231458,1519.564,0.364517,0.09360516,1,0.9231458,-0.24632511618452493,0.364517,0.09360516,1
cg19966618_ACAD8,1,1920,1,0.9292823,1567.21,0.3423765,0.09192904,1,0.9292823,-0.17998925171318197,0.3423765,0.09192904,1
cg23585910_ACAD8,1,1094,1,0.9287892,1555.752,0.3271959,0.09212761,1,0.9287892,-0.19594182559373133,0.3271959,0.09212761,1
cg23689457_TMEM9B,1,1611,1,0.9219437,1526.677,0.3754439,0.08964979,1,0.9219437,-0.23642193430179287,0.3754439,0.08964979,1
cg23927367_ACAD8,1,1473,1,0.9304294,1484.012,0.3316151,0.09076218,1,0.9304294,-0.29582292615147276,0.3316151,0.09076218,1
cg01570662_ZNF140,1,620,1,0.86909,1784.968,0.6351345,0.1207157,1,0.86909,0.12318761886463599,0.6351345,0.1207157,1
cg03826535_TPCN1,1,971,1,0.919025,1570.168,0.3779777,0.09169045,1,0.919025,-0.17587093145321844,0.3779777,0.09169045,1
cg03872433_TPCN1,1,2131,1,0.92021,1758.209,0.389899,0.09115234,1,0.92021,0.08593199620190105,0.389899,0.09115234,1
cg04816979_ZNF140,1,1386,1,0.86992,1697.834,0.6412944,0.09084419,1,0.86992,0.0018739888674483278,0.6412944,0.09084419,1
cg06546717_TPCN1,1,1837,1,0.9203659,1599.475,0.3848491,0.09098501,1,0.9203659,-0.1350678172345715,0.3848491,0.09098501,1
cg07907315_SOX5,1,1546,1,0.9176941,1549.455,0.3954556,0.09069277,1,0.9176941,-0.20470891912888745,0.3954556,0.09069277,1
cg08185438_ZNF140,1,1088,1,0.8688309,1643.932,0.6411585,0.09365834,1,0.8688309,-0.07317188626864565,0.6411585,0.09365834,1
cg08500084_TPCN1,1,1853,1,0.9209198,1616.065,0.3846287,0.0922572,1,0.9209198,-0.11197013869745213,0.3846287,0.0922572,1
cg09253125_TPCN1,1,2152,1,0.9204366,1756.157,0.3939,0.09562717,1,0.9204366,0.08307506815137834,0.3939,0.09562717,1
cg11718741_ZNF140,1,686,1,0.870127,1777.991,0.6368707,0.1108687,1,0.870127,0.11347378503983294,0.6368707,0.1108687,1
cg16795898_ZNF140,1,406,1,0.8686455,1532.66,0.6314631,0.1796652,1,0.8686455,-0.2280920120180323,0.6314631,0.1796652,1
cg18139900_ZNF140,1,1794,1,0.8691432,1688.562,0.6506384,0.09040759,1,0.8691432,-0.011035093434912902,0.6506384,0.09040759,1
cg18914215_TPCN1,1,2071,1,0.9200703,1696.149,0.3904416,0.09277712,1,0.9200703,-0.0004719778796915044,0.3904416,0.09277712,1
cg24296250_ZNF140,1,1740,1,0.8696897,1691.331,0.6525229,0.0903505,1,0.8696897,-0.007179911284865697,0.6525229,0.0903505,1
cg02285477_LNX2,1,1906,1,0.8776478,1623.318,0.6118891,0.09083827,1,0.8776478,-0.10187203969626324,0.6118891,0.09083827,1
cg04730588_LNX2,1,943,1,0.8773974,1504.315,0.6060408,0.09423654,1,0.8773974,-0.2675557671798553,0.6060408,0.09423654,1
cg11275620_LNX2,1,1479,1,0.8765063,1784.425,0.610165,0.09418852,1,0.8765063,0.12243161889805018,0.610165,0.09418852,1
cg19256121_LNX2,1,1195,1,0.8760976,1967.84,0.6040234,0.09480697,1,0.8760976,0.37779392805330725,0.6040234,0.09480697,1
cg22308382_LNX2,1,624,1,0.8758843,1585.509,0.5997737,0.1156957,1,0.8758843,-0.15451219206575922,0.5997737,0.1156957,1
cg26416491_LNX2,1,1909,1,0.8768747,1736.609,0.614252,0.0911906,1,0.8768747,0.05585906935429542,0.614252,0.0911906,1
cg00009364_PELI2,1,1054,1,0.8764622,1604.071,0.6080848,0.09122413,1,0.8764622,-0.12866896668866434,0.6080848,0.09122413,1
cg01535380_FANCM,1,1777,1,0.8628335,1693.676,0.6890931,0.09203588,1,0.8628335,-0.0039150495507159,0.6890931,0.09203588,1
cg03491181_FANCM,1,1007,1,0.8616147,1741.102,0.678845,0.09443397,1,0.8616147,0.062114516591623946,0.678845,0.09443397,1
cg05335832_FANCM,1,2061,1,0.8626197,1887.368,0.6901688,0.09215766,1,0.8626197,0.26575556836439496,0.6901688,0.09215766,1
cg06755612_FANCM,1,1207,1,0.8621533,1637.489,0.6872932,0.09077684,1,0.8621533,-0.08214225051304942,0.6872932,0.09077684,1
cg09217565_FANCM,1,1027,1,0.8626162,1851.085,0.6757067,0.09550939,1,0.8626162,0.2152400125860771,0.6757067,0.09550939,1
cg13226139_FANCM,1,1771,1,0.8631782,1697.533,0.6850311,0.09059839,1,0.8631782,0.001454917062766198,0.6850311,0.09059839,1
cg14058432_PELI2,1,2238,1,0.8766913,1969.848,0.6228506,0.09267045,1,0.8766913,0.3805895964380291,0.6228506,0.09267045,1
cg14916095_FRMD6,1,1581,1,0.9307312,1547.117,0.3434715,0.09236739,1,0.9307312,-0.20796403500711433,0.3434715,0.09236739,1
cg16941144_FANCM,1,1976,1,0.8628546,1760.75,0.6900982,0.09063797,1,0.8628546,0.08946974190189011,0.6900982,0.09063797,1
cg18631948_FANCM,1,831,1,0.8611348,1624.146,0.6730644,0.09782449,1,0.8611348,-0.10071924416710507,0.6730644,0.09782449,1
cg19564637_PELI2,1,1774,1,0.8770973,1615.615,0.6106715,0.09076413,1,0.8770973,-0.11259665800677732,0.6106715,0.09076413,1
cg26264429_FANCM,1,1096,1,0.8601229,2073.687,0.6787825,0.1126589,1,0.8601229,0.5251610154624967,0.6787825,0.1126589,1
cg00090800_IL4R,1,1193,1,0.9209133,1521.759,0.3678413,0.08959219,1,0.9209133,-0.2432690942201503,0.3678413,0.08959219,1
cg05729093_IL4R,1,1868,1,0.9220914,1584.61,0.3751009,0.09389798,1,0.9220914,-0.1557638384192778,0.3751009,0.09389798,1
cg00616603_C17orf80,1,1314,1,0.8789338,1774.307,0.5952819,0.09154794,1,0.8789338,0.10834468029415806,0.5952819,0.09154794,1
cg00750166_C17orf80,1,546,1,0.8794472,2003.856,0.581497,0.1332154,1,0.8794472,0.42793774904142573,0.581497,0.1332154,1
cg03856492_FAM117A,1,580,1,0.9011664,1621.762,0.4543412,0.1159725,1,0.9011664,-0.10403840424139635,0.4543412,0.1159725,1
cg04552931_C17orf80,1,928,1,0.8765775,1599.694,0.5917565,0.09582928,1,0.8765775,-0.13476291117069988,0.5917565,0.09582928,1
cg05226323_C17orf80,1,1489,1,0.8799365,1623.806,0.5928941,0.09219149,1,0.8799365,-0.10119261431192837,0.5928941,0.09219149,1
cg06962857_C17orf80,1,96,1,0.883688,1435.386,0.5722274,0.4881157,1,0.883688,-0.36352321045201264,0.5722274,0.4881157,1
cg07111501_ERN1,1,601,1,0.910716,1452.882,0.4284924,0.1076148,1,0.910716,-0.3391641397054521,0.4284924,0.1076148,1
cg07140751_P2RX5,1,1942,1,0.9286867,1587.131,0.3437748,0.0917065,1,0.9286867,-0.15225393802192505,0.3437748,0.0917065,1
cg08365000_ERN1,1,1805,1,0.9089353,1665.54,0.444208,0.09154555,1,0.9089353,-0.04308782129998562,0.444208,0.09154555,1
cg08662595_C17orf80,1,2213,1,0.8789301,1853.034,0.608434,0.09175484,1,0.8789301,0.21795353732802086,0.608434,0.09175484,1
cg11394644_C17orf80,1,1734,1,0.87914,1674.878,0.6019213,0.08972514,1,0.87914,-0.030086849498923644,0.6019213,0.08972514,1
cg11577799_FAM117A,1,1627,1,0.9044071,1679.847,0.4625809,0.09048391,1,0.9044071,-0.023168684058842485,0.4625809,0.09048391,1
cg15407226_ERN1,1,324,1,0.9084153,1661.476,0.425464,0.2012191,1,0.9084153,-0.048745986795757104,0.425464,0.2012191,1
cg15686800_FAM117A,1,930,1,0.9034693,1554.317,0.4588478,0.09386184,1,0.9034693,-0.19793972605791244,0.4588478,0.09386184,1
cg16293631_IKZF3,1,941,1,0.8883897,1723.765,0.5343837,0.09614039,1,0.8883897,0.037976816001025086,0.5343837,0.09614039,1
cg20205877_FAM117A,1,982,1,0.9039854,1717.475,0.4557054,0.09538428,1,0.9039854,0.02921946832179157,0.4557054,0.09538428,1
cg24278218_ERN1,1,1097,1,0.9069898,1549.449,0.4416274,0.09000334,1,0.9069898,-0.20471727271967824,0.4416274,0.09000334,1
cg24713878_P2RX5,1,1309,1,0.9276726,1512.109,0.3372493,0.09061782,1,0.9276726,-0.25670445274234455,0.3372493,0.09061782,1
cg26178523_C17orf80,1,1653,1,0.8788026,1725.902,0.5977443,0.0901015,1,0.8788026,0.040952086587753386,0.5977443,0.0901015,1
cg26662261_C17orf80,1,532,1,0.87652,1538.18,0.5872428,0.1317587,1,0.87652,-0.22040670849031094,0.5872428,0.1317587,1
cg26920587_FAM117A,1,1817,1,0.9045311,1619.795,0.4722342,0.09128307,1,0.9045311,-0.10677698975571283,0.4722342,0.09128307,1
cg09991298_ANKRD27,1,1331,1,0.891357,1582.067,0.5284974,0.09151996,1,0.891357,-0.15930436864953043,0.5284974,0.09151996,1
cg15223102_ANKRD27,1,2048,1,0.8927215,1702.034,0.5360785,0.09204851,1,0.8927215,0.00772150242114945,0.5360785,0.09204851,1
cg17669009_SIGLEC10,1,1437,1,0.9012804,1677.066,0.4758033,0.09053308,1,0.9012804,-0.027040573390471615,0.4758033,0.09053308,1
cg24703125_ANKRD27,1,789,1,0.8911225,1566.436,0.5224608,0.09890271,1,0.8911225,-0.18106686492522134,0.5224608,0.09890271,1
cg25339552_ANKRD27,1,2011,1,0.8920288,1672.381,0.5407586,0.09306251,1,0.8920288,-0.03356333553311189,0.5407586,0.09306251,1
cg25565908_ANKRD27,1,2147,1,0.8913169,1762.252,0.5414789,0.09254327,1,0.8913169,0.09156092412990409,0.5414789,0.09254327,1
cg00003202_RFX5,0,1127,2,1.985624,1397.567,0.01999835,0.08829853,2,1.985624,-0.41617728547282695,0.01999835,0.08829853,4
cg00008823_NRD1,0,2061,2,1.986919,1449.289,0.03428863,0.0907455,2,1.986919,-0.3441665483241303,0.03428863,0.0907455,3
cg00020720_SPATA1,0,1750,2,1.986986,1577.202,0.02851892,0.09461104,2,1.986986,-0.16607773851590085,0.02851892,0.09461104,3
cg00020720_GNG5,0,1750,2,1.986986,1577.202,0.02851892,0.09461104,2,1.986986,-0.16607773851590085,0.02851892,0.09461104,3
cg00023492_NBL1,0,868,2,1.985064,1393.114,0.01965113,0.08851059,2,1.985064,-0.42237704210488186,0.01965113,0.08851059,4
cg00023492_NBL1.1,0,868,2,1.985064,1393.114,0.01965113,0.08851059,2,1.985064,-0.42237704210488186,0.01965113,0.08851059,4
cg00030816_RBM8A,0,1431,2,1.985547,1584.607,0.02726637,0.09405961,2,1.985547,-0.15576801521467318,0.02726637,0.09405961,3
cg00031456_PRPF38B,0,1666,2,1.986119,1406.249,0.03187098,0.08988991,2,1.986119,-0.40408963959824773,0.03187098,0.08988991,3
cg00034416_FDPS,0,1133,2,1.985635,1400.173,0.02201992,0.08885581,2,1.985635,-0.41254904253926866,0.02201992,0.08885581,4
cg00034416_FDPS.1,0,1133,2,1.985635,1400.173,0.02201992,0.08885581,2,1.985635,-0.41254904253926866,0.02201992,0.08885581,4
cg00035000_RUNX3,0,925,2,1.984967,1352.798,0.02882745,0.08906896,2,1.984967,-0.4785076031598848,0.02882745,0.08906896,4
cg00035249_ARF1,0,510,2,1.984524,1406.996,0.01175993,0.08510762,2,1.984524,-0.403049617544768,0.01175993,0.08510762,5
cg00035249_ARF1.1,0,510,2,1.984524,1406.996,0.01175993,0.08510762,2,1.984524,-0.403049617544768,0.01175993,0.08510762,5
cg00035249_ARF1.2,0,510,2,1.984524,1406.996,0.01175993,0.08510762,2,1.984524,-0.403049617544768,0.01175993,0.08510762,5
cg00037072_C1orf63,0,1278,2,1.98633,1399.523,0.02450124,0.08892166,2,1.98633,-0.4134540148749606,0.02450124,0.08892166,4
cg00037072_C1orf63.1,0,1278,2,1.98633,1399.523,0.02450124,0.08892166,2,1.98633,-0.4134540148749606,0.02450124,0.08892166,4
cg00040367_NME7,0,1011,2,1.985798,1396.403,0.02227806,0.08986805,2,1.985798,-0.41779788208628127,0.02227806,0.08986805,4
cg00040367_BLZF1,0,1011,2,1.985798,1396.403,0.02227806,0.08986805,2,1.985798,-0.41779788208628127,0.02227806,0.08986805,4
cg00040367_BLZF1.1,0,1011,2,1.985798,1396.403,0.02227806,0.08986805,2,1.985798,-0.41779788208628127,0.02227806,0.08986805,4
cg00040380_RPS27,0,2092,2,1.986507,1409.571,0.0361342,0.0903644,2,1.986507,-0.39946453483029676,0.0361342,0.0903644,3
cg00042144_C1orf74,0,987,2,1.986332,1527.443,0.0196014,0.09441294,2,1.986332,-0.23535545921080825,0.0196014,0.09441294,4
cg00042356_PARK7,0,781,2,1.984311,1391.431,0.01720048,0.08907363,2,1.984311,-0.4247202243217578,0.01720048,0.08907363,4
cg00046018_PPP1R12B,0,791,2,1.986292,1445.481,0.01601974,0.09299582,2,1.986292,-0.3494682939461526,0.01601974,0.09299582,4
cg00049718_CSDE1,0,856,2,1.986454,1338.52,0.01636435,0.08724619,2,1.986454,-0.4983863647122047,0.01636435,0.08724619,4
cg00049718_CSDE1.1,0,856,2,1.986454,1338.52,0.01636435,0.08724619,2,1.986454,-0.4983863647122047,0.01636435,0.08724619,4
cg00061769_YY1AP1,0,1053,2,1.986315,1346.576,0.01849336,0.0889655,2,1.986315,-0.4871702768101533,0.01849336,0.0889655,4
cg00061769_DAP3,0,1053,2,1.986315,1346.576,0.01849336,0.0889655,2,1.986315,-0.4871702768101533,0.01849336,0.0889655,4
cg00061769_YY1AP1.1,0,1053,2,1.986315,1346.576,0.01849336,0.0889655,2,1.986315,-0.4871702768101533,0.01849336,0.0889655,4
cg00062312_KDM1A,0,1743,2,1.987216,1505.156,0.02610692,0.09273496,2,1.987216,-0.26638487220398344,0.02610692,0.09273496,3
cg00062592_CDK11B,0,1836,2,1.986523,1512.636,0.02973123,0.09125968,2,1.986523,-0.25597072901786816,0.02973123,0.09125968,3
cg00062592_CDK11A,0,1836,2,1.986523,1512.636,0.02973123,0.09125968,2,1.986523,-0.25597072901786816,0.02973123,0.09125968,3
cg00067102_OPN3,0,1766,2,1.987024,1599.293,0.02619191,0.0909386,2,1.987024,-0.13532120948856527,0.02619191,0.0909386,3
cg00069017_NPHP4,0,996,2,1.986943,1401.429,0.0172142,0.09409029,2,1.986943,-0.41080035753368555,0.0172142,0.09409029,4
cg00069860_RNF220,0,649,2,1.985654,1328.944,0.02065266,0.08503542,2,1.985654,-0.5117186956146432,0.02065266,0.08503542,5
cg00089372_MEF2D,0,484,2,1.984664,1419.566,0.01095734,0.08652058,2,1.984664,-0.38554884483761986,0.01095734,0.08652058,5
cg00091162_BRP44,0,733,2,1.985853,1426.051,0.01261887,0.08644914,2,1.985853,-0.3765200054576792,0.01261887,0.08644914,4
cg00091162_DCAF6,0,733,2,1.985853,1426.051,0.01261887,0.08644914,2,1.985853,-0.3765200054576792,0.01261887,0.08644914,4
cg00091162_BRP44.1,0,733,2,1.985853,1426.051,0.01261887,0.08644914,2,1.985853,-0.3765200054576792,0.01261887,0.08644914,4
cg00097573_LOC148709,0,567,2,1.985917,1283.275,0.01267596,0.08295866,2,1.985917,-0.575302051920351,0.01267596,0.08295866,5
cg00097599_ZMYM6,0,1361,2,1.987537,1498.806,0.01817362,0.09032505,2,1.987537,-0.27522575579112657,0.01817362,0.09032505,4
cg00099216_RNF19B,0,290,2,1.988163,1462.915,0.006073589,0.07604398,2,1.988163,-0.32519554363776587,0.006073589,0.07604398,5
cg00101986_CLIC4,0,1197,2,1.985459,1402.203,0.02400919,0.09057491,2,1.985459,-0.4097227443216465,0.02400919,0.09057491,4
cg00103132_TESK2,0,1457,2,1.986894,1538.472,0.02218315,0.09040751,2,1.986894,-0.22000016707181563,0.02218315,0.09040751,3
cg00105470_C1orf35,0,982,2,1.985121,1734.082,0.02846021,0.09902124,2,1.985121,0.052340815366152205,0.02846021,0.09902124,4
cg00106446_ZNF670,0,1073,2,1.98509,1470.05,0.01977203,0.08942603,2,1.98509,-0.31526173192213325,0.01977203,0.08942603,4
cg00114084_AK2,0,1062,2,1.985535,1400.263,0.02374174,0.08836726,2,1.985535,-0.41242373867740373,0.02374174,0.08836726,4
cg00115101_THRAP3,0,1277,2,1.986061,1522.634,0.0231385,0.09152975,2,1.986061,-0.2420508622297959,0.0231385,0.09152975,4
cg00117172_RUNX3,0,1365,2,1.98626,1525.017,0.02192697,0.09065712,2,1.98626,-0.23873309442063642,0.02192697,0.09065712,4
cg00118468_TMCC2,0,1648,2,1.986843,1397.197,0.02790363,0.08984246,2,1.986843,-0.4166924235716056,0.02790363,0.08984246,3
cg00121147_TMEM183A,0,1986,2,1.986962,1575.586,0.0309659,0.09055788,2,1.986962,-0.1683276389689439,0.0309659,0.09055788,3
cg00121147_TMEM183B,0,1986,2,1.986962,1575.586,0.0309659,0.09055788,2,1.986962,-0.1683276389689439,0.0309659,0.09055788,3
cg00121533_CRYZ,0,1918,2,1.987244,1407.021,0.02881002,0.09126327,2,1.987244,-0.40301481091647234,0.02881002,0.09126327,3
cg00121533_TYW3,0,1918,2,1.987244,1407.021,0.02881002,0.09126327,2,1.987244,-0.40301481091647234,0.02881002,0.09126327,3
cg00124774_DPH2,0,1925,2,1.987141,1538.811,0.02863147,0.0904165,2,1.987141,-0.21952818919212413,0.02863147,0.0904165,3
cg00128766_KIAA0494,0,1646,2,1.987167,1559.368,0.02405033,0.09069816,2,1.987167,-0.1909073948770211,0.02405033,0.09069816,3
cg00143623_SLC6A9,0,1758,2,1.986729,1594.042,0.0298053,0.09424253,2,1.986729,-0.14263199369582338,0.0298053,0.09424253,3
cg00148881_KIF2C,0,1068,2,1.986284,1500.049,0.01765923,0.09121914,2,1.986284,-0.2734951702322575,0.01765923,0.09121914,4
cg00154064_ZNF692,0,1650,2,1.986613,1400.277,0.02869526,0.089551,2,1.986613,-0.4124042469655579,0.02869526,0.089551,3
cg00154064_ZNF692.1,0,1650,2,1.986613,1400.277,0.02869526,0.089551,2,1.986613,-0.4124042469655579,0.02869526,0.089551,3
cg00154064_ZNF692.2,0,1650,2,1.986613,1400.277,0.02869526,0.089551,2,1.986613,-0.4124042469655579,0.02869526,0.089551,3
cg00154982_KDM4A,0,1248,2,1.984888,1529.63,0.02662421,0.09160319,2,1.984888,-0.23231057536748803,0.02662421,0.09160319,4
cg00155429_TPM3,0,886,2,1.986855,1395.63,0.0214597,0.09314895,2,1.986855,-0.4188741030331885,0.0214597,0.09314895,4
cg00155429_TPM3.1,0,886,2,1.986855,1395.63,0.0214597,0.09314895,2,1.986855,-0.4188741030331885,0.0214597,0.09314895,4
cg00155429_TPM3.2,0,886,2,1.986855,1395.63,0.0214597,0.09314895,2,1.986855,-0.4188741030331885,0.0214597,0.09314895,4
cg00155514_GAS5,0,2017,2,1.986304,1414.656,0.03672433,0.09041741,2,1.986304,-0.3923848666349229,0.03672433,0.09041741,3
cg00155514_SNORD76,0,2017,2,1.986304,1414.656,0.03672433,0.09041741,2,1.986304,-0.3923848666349229,0.03672433,0.09041741,3
cg00155514_SNORD75,0,2017,2,1.986304,1414.656,0.03672433,0.09041741,2,1.986304,-0.3923848666349229,0.03672433,0.09041741,3
cg00155514_ZBTB37,0,2017,2,1.986304,1414.656,0.03672433,0.09041741,2,1.986304,-0.3923848666349229,0.03672433,0.09041741,3
cg00155514_SNORD74,0,2017,2,1.986304,1414.656,0.03672433,0.09041741,2,1.986304,-0.3923848666349229,0.03672433,0.09041741,3
cg00165011_ADIPOR1,0,1059,2,1.986427,1394.997,0.01784573,0.08743642,2,1.986427,-0.4197554068616392,0.01784573,0.08743642,4
cg00165011_ADIPOR1.1,0,1059,2,1.986427,1394.997,0.01784573,0.08743642,2,1.986427,-0.4197554068616392,0.01784573,0.08743642,4
cg00166706_KHDRBS1,0,1290,2,1.981429,1998.038,0.02113377,0.1098161,2,1.981429,0.41983755050441796,0.02113377,0.1098161,3
cg00171084_AMPD2,0,1768,2,1.986682,1506.34,0.02928136,0.09139879,2,1.986682,-0.2647364302878925,0.02928136,0.09139879,3
cg00171084_AMPD2.1,0,1768,2,1.986682,1506.34,0.02928136,0.09139879,2,1.986682,-0.2647364302878925,0.02928136,0.09139879,3
cg00171203_SFPQ,0,1837,2,1.986547,1511.486,0.02802712,0.09119559,2,1.986547,-0.2575718339194766,0.02802712,0.09119559,3
cg00172330_FAM76A,0,1360,2,1.986634,1403.519,0.02297548,0.08857531,2,1.986634,-0.40789052340815346,0.02297548,0.08857531,4
cg00172408_WDR77,0,1003,2,1.986193,1394.578,0.02089686,0.08835418,2,1.986193,-0.4203387659518776,0.02089686,0.08835418,4
cg00172408_ATP5F1,0,1003,2,1.986193,1394.578,0.02089686,0.08835418,2,1.986193,-0.4203387659518776,0.02089686,0.08835418,4
cg00173405_CCNL2,0,1424,2,1.986384,1399.235,0.0293392,0.08936836,2,1.986384,-0.4138549872329287,0.0293392,0.08936836,4
cg00173405_LOC148413,0,1424,2,1.986384,1399.235,0.0293392,0.08936836,2,1.986384,-0.4138549872329287,0.0293392,0.08936836,4
cg00177390_C1orf25,0,1014,2,1.984698,1403.575,0.02097783,0.08936088,2,1.984698,-0.40781255656077076,0.02097783,0.08936088,4
cg00177390_C1orf26,0,1014,2,1.984698,1403.575,0.02097783,0.08936088,2,1.984698,-0.40781255656077076,0.02097783,0.08936088,4
cg00223186_ACBD6,0,1148,2,1.986398,1493.107,0.01793872,0.08859756,2,1.986398,-0.28316027477744626,0.01793872,0.08859756,4
cg00247489_CR2,0,1561,2,1.986624,1450.054,0.0265228,0.08948387,2,1.986624,-0.34310146549827747,0.0265228,0.08948387,3
cg00248795_RTCD1,0,1237,2,1.986002,1356.207,0.0222904,0.09009379,2,1.986002,-0.4737613713254639,0.0222904,0.09009379,4
cg00251250_IRF2BP2,0,1403,2,1.986329,1405.745,0.02526408,0.08897382,2,1.986329,-0.40479134122469207,0.02526408,0.08897382,4
cg00251536_KIF2C,0,1332,2,1.98539,1400.073,0.02357008,0.08930409,2,1.98539,-0.4126882690524519,0.02357008,0.08930409,4
cg00252696_ZCCHC17,0,528,2,1.986162,1327.63,0.01396081,0.08208944,2,1.986162,-0.5135481319978723,0.01396081,0.08208944,5
cg00252696_SNRNP40,0,528,2,1.986162,1327.63,0.01396081,0.08208944,2,1.986162,-0.5135481319978723,0.01396081,0.08208944,5
cg00252696_SNRNP40.1,0,528,2,1.986162,1327.63,0.01396081,0.08208944,2,1.986162,-0.5135481319978723,0.01396081,0.08208944,5
cg00254532_CLK2,0,1322,2,1.985086,1535.599,0.02782235,0.09056085,2,1.985086,-0.2240001447955736,0.02782235,0.09056085,4
cg00262415_PUSL1,0,1581,2,1.987523,1442.468,0.02538138,0.09028506,2,1.987523,-0.35366318878836706,0.02538138,0.09028506,3
cg00262415_ACAP3,0,1581,2,1.987523,1442.468,0.02538138,0.09028506,2,1.987523,-0.35366318878836706,0.02538138,0.09028506,3
cg00265415_B3GALNT2,0,1984,2,1.986875,1530.068,0.03007239,0.091906,2,1.986875,-0.2317007632397451,0.03007239,0.091906,3
cg00269115_C1orf213,0,1963,2,1.98714,1514.153,0.02926265,0.09106958,2,1.98714,-0.25385866281287656,0.02926265,0.09106958,3
cg00269115_C1orf213.1,0,1963,2,1.98714,1514.153,0.02926265,0.09106958,2,1.98714,-0.25385866281287656,0.02926265,0.09106958,3
cg00269115_ZNF436,0,1963,2,1.98714,1514.153,0.02926265,0.09106958,2,1.98714,-0.25385866281287656,0.02926265,0.09106958,3
cg00269115_ZNF436.1,0,1963,2,1.98714,1514.153,0.02926265,0.09106958,2,1.98714,-0.25385866281287656,0.02926265,0.09106958,3
cg00296158_POU2F1,0,1042,2,1.986876,1487.177,0.01560875,0.08787453,2,1.986876,-0.2914164070092195,0.01560875,0.08787453,4
cg00296501_CSDE1,0,1563,2,1.987542,1505.693,0.02450616,0.0913837,2,1.987542,-0.2656372258281887,0.02450616,0.0913837,3
cg00296501_CSDE1.1,0,1563,2,1.987542,1505.693,0.02450616,0.0913837,2,1.987542,-0.2656372258281887,0.02450616,0.0913837,3
cg00298020_ORC1L,0,995,2,1.985245,1393.488,0.02507871,0.09045801,2,1.985245,-0.4218563349455761,0.02507871,0.09045801,4
cg00298020_PRPF38A,0,995,2,1.985245,1393.488,0.02507871,0.09045801,2,1.985245,-0.4218563349455761,0.02507871,0.09045801,4
cg00299257_AGRN,0,1776,2,1.986074,1452.386,0.03006571,0.09131381,2,1.986074,-0.3398547032108417,0.03006571,0.09131381,3
cg00300039_INPP5B,0,879,2,1.985844,1343.161,0.01589605,0.08724162,2,1.985844,-0.49192486223536497,0.01589605,0.08724162,4
cg00306426_SFRS11,0,1394,2,1.985301,1409.367,0.02784136,0.08902962,2,1.985301,-0.39974855691719074,0.02784136,0.08902962,4
cg00306607_CNST,0,1102,2,1.985662,1359.649,0.02384348,0.08816841,2,1.985662,-0.468969194741693,0.02384348,0.08816841,4
cg00306607_CNST.1,0,1102,2,1.985662,1359.649,0.02384348,0.08816841,2,1.985662,-0.468969194741693,0.02384348,0.08816841,4
cg00306607_TFB2M,0,1102,2,1.985662,1359.649,0.02384348,0.08816841,2,1.985662,-0.468969194741693,0.02384348,0.08816841,4
cg00307483_WASF2,0,1816,2,1.986845,1512.302,0.02797254,0.09234664,2,1.986845,-0.2564357455719007,0.02797254,0.09234664,3
cg00309178_EXO1,0,776,2,1.986543,1319.6,0.01691073,0.08545784,2,1.986543,-0.5247280210064963,0.01691073,0.08545784,4
cg00309178_EXO1.1,0,776,2,1.986543,1319.6,0.01691073,0.08545784,2,1.986543,-0.5247280210064963,0.01691073,0.08545784,4
cg00318766_DEPDC1,0,1385,2,1.985857,1403.02,0.02550139,0.08897538,2,1.985857,-0.40858526370893844,0.02550139,0.08897538,4
cg00321065_RLF,0,2073,2,1.986936,1483.247,0.03517025,0.09034478,2,1.986936,-0.29688800897732526,0.03517025,0.09034478,3
cg00321065_RLF.1,0,2073,2,1.986936,1483.247,0.03517025,0.09034478,2,1.986936,-0.29688800897732526,0.03517025,0.09034478,3
cg00329697_PTCH2,0,1179,2,1.986335,1523.204,0.02651889,0.09728585,2,1.986335,-0.24125727110465087,0.02651889,0.09728585,4
